kr,eng
"자립만이 진정한 자유로 가는 길이며, 자신의 정체를 찾는 것이 그 궁극적 보상이다. (패트리샤 샘슨, 자유명언)","Self-reliance is the only road to true freedom, and being one's own person is its ultimate reward. (Patricia Sampson)"
"가장 진정한 의미에서 자유는 수여될 수 없으며 쟁취해야 한다. (프랭클린 D. 루스벨트, 자유명언)","In the truest sense, freedom cannot be bestowed; it must be achieved. (Franklin D. Roosevelt)"
"제가 정의하는 자유 사회란 인기가 없어도 안전한 사회입니다. (아들라이 E. 스티븐슨, 자유명언)",My definition of a free society is a society where it is safe to be unpopular. (Adlai E. Stevenson Jr.)
"코끼리의 뒷다리를 잡았는데 코끼리가 도망가려고 하면 그냥 도망가도록 놔두는 것이 가장 좋다. (에이브러햄 링컨, 자유명언)","When you have got an elephant by the hind leg, and he is trying to run away, it's best to let him run. (Abraham Lincoln)"
"인간이 획득할 수 있는 가장 고결한 행동은 이해하기 위한 배움이다. 이해하면 자유로워지기 때문이다. (바뤼흐 스피노자, 자유명언)","The highest activity a human being can attain is learning for understanding, because to understand is to be free. (Baruch Spinoza)"
"나는 해방가가 아니다. '해방가'란 존재하지 않는다. 민중은 스스로를 해방시킨다. (체 게바라, 자유명언)","I am not a liberator. Liberators do not exist. The people liberate themselves. (Ernesto ""Che"" Guevara)"
"자유를 원한다면, 방법은 오직 한 가지 뿐이다. 주변의 모든 사람들에게 완전한 자유를 동일하게 보장해주는 것이다. 그 외에 다른 방법은 없다. (카를 슈르츠, 자유명언)","If you want to be free, there is but one way; it is to guarantee an equally full measure of liberty to all your neighbors. There is no other. (Carl Schurz)"
"세상이 좋아하라고 하는 것을 그대로 받아들이기 보다 네가 무엇을 좋아하는지 아는 것이 네 영혼을 살아 있게 한다. (로버트 루이스 스티븐슨, 자유명언)","To know what you prefer/ instead of humbly saying Amen to what the world tells you you ought to prefer, is to have kept your soul alive. (Robert Louis Stevenson)"
"당신이 인생의 주인공이기 때문이다. 그 사실을 잊지 말라. 지금까지 당신이 만들어 온 의식적, 그리고 무의식적 선택으로 인해 지금의 당신이 있는 것이다. (바바라 홀, 자유명언)",Because you are in control of your life. Don't ever forget that. You are what you are because of the conscious and subconscious choices you have made. (Barbara Hall)
"민주주의는 두 마리의 늑대와 한 마리의 작은 양이 저녁으로 무엇을 먹을까 투표하는 것이다. 입헌 공화국 하에서의 자유는 그 투표에 이의를 제기하는 잘 무장된 양이다. (벤자민 프랭클린, 자유명언)",A democracy is two wolves and a small lamb voting on what to have for dinner. Freedom under a constitutional republic is a well armed lamb contesting the vote. (Benjamin Franklin)
"신의 은총으로 말미암아 우리는 이 나라에서 형언할 수 없이 소중한 세 가지를 누릴 수 있다. 표현의 자유, 양심의 자유, 그리고 이 두 가지를 행동에 옮기지 않는 신중함이다. (마크 트웨인, 자유명언)","It is by the goodness of God that in our country we have those three unspeakably precious things: freedom of speech, freedom of conscience, and the prudence never to practice either of them. (Mark Twain)"
"인간의 증오는 사라질 것이고, 독재자는 죽을 것이며, 그들이 국민에게서 빼앗은 권력은 국민에게 돌아갈 것입니다. 인간이 필사(必死)의 존재인 한 자유는 결코 사라지지 않을 것입니다. (찰리 채플린, 자유명언)","The hate of men will pass, and dictators die, and the power they took from the people will return to the people. And so long as men die, liberty will never perish. (Charlie Chaplin)"
"(언론과 표현의 자유를 규정한 미국의) 수정 헌법 제1조는 불편할 때가 많다. 그러나 그것은 중요하지 않다. 불편하다 해도 정부가 대중의 표현을 받아들여야 할 의무를 면제 받는 건 아니다. (앤서니 케네디, 자유명언)",The First Amendment is often inconvenient. But that is besides the point. Inconvenience does not absolve the government of its obligation to tolerate speech. (Justice Anthony Kennedy)
"우리에겐 가장 귀중한 선물인 자유가 있다. 예술과 사랑을 표현할 자유, 우리가 원하는 대로 될 자유가 있다. 그런 자유를 포기하지 않을 것이며 그 누구도 우리에게서 자유를 빼앗아 갈 수 없다. (다이앤 프롤로브, 자유명언)","We hold in our hands, the most precious gift of all: Freedom. The freedom to express our art. Our love. The freedom to be who we want to be. We are not going to give that freedom away and no one shall take it from us! (Diane Frolov)"
이 명언은 자유를 사랑하는 사람들이 살아있는 한 사라지지 않는다.,These words will endure as long as men live who love freedom.
"나는 패트릭 헨리의 명언인 ""자유가 아니면 죽음을 달라.""를 추천합니다.","I recommend the text of Patrick Henry's ""Give Me Liberty or Give Me Death"" speech."
토머스 제퍼슨이 남긴 명언 중에서 제가 가장 즐겨 인용하는말은 ‘신은 우리에게 생명과 동시에 자유를 주셨다’입니다.,One of my favorite quotes from Thomas Jefferson is: 'The God who gave us life gave us liberty at the same time.'
"루소는 ""인간은 자유롭게 태어났되, 어디서나 구속을 받는다""라는 명언을 남겼다.","Rousseau coins his famous quote, “Man was born free, but he is everywhere in chains”."
"자유롭게 피어나기. 이것이 내가 내린 성공의 정의다. (게리 스펜스, 성공명언)",To freely bloom - that is my definition of success. (Gerry Spence)
"한 시대의 자유 사상은 다음 세대의 상식이다. (매츄 아널드, 지혜명언)",The freethinking of one age is the common sense of the next. (Matthew Arnold)
"실수할 자유가 없는 자유란 가치가 없다 (마하트마 간디, 실패명언)",Freedom is not worth having if it does not include the freedom to make mistakes. (Mahatma Gandhi)
"나는 모든 편견으로부터 자유롭다. 나는 모든 사람을 동일하게 증오한다. (W. C. 필즈, 믿음명언)",I am free of all prejudice. I hate everyone equally. (W. C. Fields)
"배움이 없는 자유는 언제나 위험하며 자유가 없는 배움은 언제나 헛된 일입니다. (존 F. 케네디, 공부명언)",Liberty without learning is always in peril; learning without liberty is always in vain. (John F. Kennedy)
"무위란 아무 것도 안 하는 상태가 아니다. 무위란 무슨 일이든 할 수 있도록 자유로운 상태다. (플로이드 델, 노력명언)",Idleness is not doing nothing. Idleness is being free to do anything. (Floyd Dell)
"만일 자유 사회가 가난한 다수를 도울 수 없다면, 부유한 소수도 구할 수 없습니다. (존 F. 케네디, 돈명언)","If a free society cannot help the many who are poor, it cannot save the few who are rich. (John F. Kennedy)"
"평화는 전쟁의 위험으로부터 자유로운 고유의 영예와 영광을 가지지 않던가? (시라쿠사의 헤르모크라테스, 전쟁명언)",Has not peace honours and glories of her own unattended by the dangers of war? (Hermocrates of Syracuse)
"인간을 자유롭게 하는 것은 사람들이 별로 듣고 싶어하지 않는 진실인 경우가 대부분이다. (허버트 에이거, 지혜명언)",The truth that makes men free is for the most part the truth which men prefer not to hear. (Herbert Agar)
"창조적 작업은 놀이와 같다. 원하는 형태의 재료를 사용해 자유로운 추측을 하는 것이다. (스티븐 나흐마노비치, 예술명언)",Creative work is play. It is free speculation using materials of one's chosen form. (Stephen Nachmanovitch)
"진정으로 자유로운 사람은 변명하지 않고 저녁식사 초대를 거절할 수 있는 사람이다. (쥘 르나르, 음식명언)",The only man who is really free is the one who can turn down an invitation to dinner without giving an excuse. (Jules Renard)
"만약 인간이 자유롭게 태어났고 계속해서 자유로웠더라면 선악에 대한 관념을 형성하지 않았을 것이다. (바뤼흐 스피노자, 생각명언)","If men were born free, they would, so long as they remained free, form no conception of good and evil. (Baruch Spinoza)"
"죽을 힘을 다해 진실을 추구하다 보면, 비록 진실의 옷자락조차 잡지 못하겠지만, 스스로를 자유롭게 할 것이다. (클라렌스 다로우, 지혜명언)","Chase after truth like hell and you'll free yourself, even though you never touch its coat-tails. (Clarence Darrow)"
"행복은 깊이 느끼고, 단순하게 즐기고, 자유롭게 사고하고, 삶에 도전하고, 남에게 필요한 사람이 되는 능력에서 나온다. (스톰 제임슨, 행복명언)","Happiness comes of the capacity to feel deeply, to enjoy simply, to think freely, to risk life, to be needed. (Storm Jameson)"
"모든 위대한 것들은 단순하며 많은 것이 한 단어로 표현될 수 있다. 그것은 자유, 정의, 명예, 의무, 자비, 희망이다. (윈스턴 처칠, 언어명언)","All great things are simple, and many can be expressed in single words: freedom, justice, honor, duty, mercy, hope. (Sir Winston Churchill)"
"자유와 정의 다음으로 중요한 것은 대중 교육인데, 대중 교육 없이는 자유도 정의도 영원히 유지될 수 없다. (제임스 A. 가필드, 공부명언)","Next in importance to freedom and justice is popular education, without which neither freedom nor justice can be permanently maintained. (James A. Garfield)"
"자유와 평등, 형편 없는 원칙이다. 인류에게 하나밖에 없는 진정한 원칙은 정의이며 약자에 대한 정의는 보호와 친절이다. (앙리 프레데릭 아미엘, 정의명언)","Liberty, equality - bad principles! The only true principle for humanity is justice; and justice to the feeble is protection and kindness. (Henri-Frederic Amiel)"
"사람들이 스스로에게 돈으로 투표할 수 있다는 것을 알게 된다면 그것은 공화국의 종말을 고할 것이다. 권력을 위해 자유를 팔지 말라. (벤자민 프랭클린, 명예명언)","When the people find that they can vote themselves money, that will herald the end of the republic. Sell not liberty to purchase power. (Benjamin Franklin)"
"나는 상상력을 자유롭게 이용하는 데 부족함이 없는 예술가다. 지식보다 중요한 것은 상상력이다. 지식은 한계가 있다. 하지만 상상력은 세상의 모든 것을 끌어안는다. (알버트 아인슈타인, 생각명언)",I am enough of an artist to draw freely upon my imagination. Imagination is more important than knowledge. Knowledge is limited. Imagination encircles the world. (Albert Einstein)
